total_time,silent_pauses,total_syllables,phonation_time,confidence
1.99,1,2,0.534,1
1.08,0,1,0.83869,1
3.33,0,9,2.52731,1
2.45,1,6,1.728,1
0.34,0,2,0.32669,0
0.95,0,5,0.95,1
2.99,0,17,2.91531,1
0.45,0,1,0.44469,1
0.57,0,1,0.128,1
4.86,1,16,4.256,-1
1.36,0,4,1.28869,1
4.88,1,20,4.528,1
0.6,0,1,0.58269,1
0.92,0,1,0.14131,1
1.31,0,4,0.8,-1
2.77,0,11,2.73069,1
5.2,2,16,3.49331,1
4.73,1,21,4.272,1
0.22,0,1,0.192,1
0.56,0,3,0.53469,-1
0.36,0,1,0.336,1
0.48,0,1,0.46469,1
0.89,0,2,0.85269,1
0.33,0,1,0.208,1
1.98,0,5,1.168,-1
1.93,0,9,1.568,1
0.31,0,1,0.112,1
1.92,0,5,0.784,1
0.35,0,1,0.224,1
0.25,0,1,0.224,-1
0.6,0,2,0.17331,1
1.46,0,10,1.328,1
0.94,0,1,0.864,1
0.22,0,1,0.144,1
3.31,0,13,3.24269,-1
2.56,0,17,2.496,1
0.43,0,1,0.41069,1
2.37,0,4,2.35269,1
1.21,0,7,1.17469,1
0.62,0,3,0.496,-1
2.99,0,15,2.94269,1
1.56,0,3,1.168,1
3.43,2,15,2.64,1
3.32,0,15,3.184,1
2.56,0,12,2.448,-1
0.72,0,4,0.67269,1
0.44,0,1,0.43669,1
0.93,0,1,0.208,1
0.18,0,1,0.128,1
1.66,1,6,1.308,0
1.45,0,7,1.45,1
5.51,1,21,4.53731,1
1.14,0,5,1.12,1
3.71,1,11,2.432,1
2.59,0,12,2.51469,0
2.37,0,5,1.67731,1
3.77,0,12,3.168,1
2.06,0,12,2.032,1
0.9,0,6,0.9,1
0.19,0,1,0.144,0
1.62,0,10,1.58469,1
0.5,0,4,0.38131,1
0.29,0,1,0.112,1
1.96,0,7,1.76,1
2.98,0,6,1.49331,-1
1.67,1,12,1.27,1
1.53,0,9,1.53,1
0.71,0,1,0.352,1
2.56,0,12,2.464,1
2.68,0,7,1.504,0
10.42,4,45,7.90069,1
3.24,0,11,2.24,1
1.42,0,10,1.40669,1
3.25,0,14,3.056,1
1.31,0,7,1.248,-1
0.56,0,1,0.56,1
1.66,0,5,0.816,1
1.87,0,9,1.85731,1
2.16,0,8,0.96,1
3.26,0,14,2.336,-1
2.35,0,10,1.92,1
0.43,0,2,0.43,1
1.26,0,9,1.26,1
0.26,0,1,0.24,1
3.54,0,6,2.56,-1
1.19,0,7,1.17269,1
0.25,0,1,0.208,1
4.0,1,9,2.91331,1
3.27,1,15,2.72669,1
1.51,0,9,1.51,0
0.81,0,4,0.81,1
0.2,0,1,0.18669,1
0.26,0,1,0.24,1
0.48,0,2,0.288,1
3.22,0,12,2.56531,-1
1.48,0,9,1.48,1
1.47,0,6,1.344,1
3.53,0,16,2.88,1
2.83,0,11,2.4,1
3.83,1,19,2.672,-1
2.55,1,10,1.888,1
0.15,0,1,0.13069,1
5.04,1,20,4.192,1
5.0,2,21,3.67731,1
0.54,0,1,0.384,0
2.34,0,10,2.112,1
1.38,0,7,1.32869,1
0.35,0,1,0.35,1
0.89,0,7,0.87069,1
2.38,1,6,1.21731,-1
0.31,0,1,0.28869,1
2.14,2,10,1.26331,1
1.33,0,7,1.30869,1
1.64,0,6,0.112,1
1.01,0,7,0.992,-1
1.03,0,5,0.976,1
1.5,0,6,1.45331,1
0.59,0,1,0.58269,1
0.17,0,1,0.15669,1
1.62,0,7,1.47531,-1
0.56,0,5,0.17269,1
0.71,0,2,0.70069,1
4.26,1,15,3.39531,1
0.22,0,1,0.128,1
0.41,0,2,0.0,-1
0.43,0,2,0.42269,1
3.75,0,15,3.73469,1
1.35,0,7,1.35,1
0.28,0,1,0.26069,1
2.11,0,12,2.11,-1
2.14,0,10,2.14,1
1.17,0,3,1.15669,1
0.43,0,1,0.42469,1
1.92,0,6,1.92,1
0.7,0,5,0.7,-1
2.99,0,8,1.81731,1
0.23,0,1,0.20269,1
0.38,0,1,0.128,1
1.01,0,4,0.96869,1
0.14,0,1,0.112,-1
0.92,0,6,0.88869,1
0.78,0,6,0.73869,1
4.6,0,21,4.50931,1
1.87,0,10,1.824,1
2.92,1,14,2.352,0
1.29,0,4,0.592,1
5.74,1,4,1.73669,1
3.06,1,12,2.336,1
3.1,0,19,3.08269,1
1.45,0,8,1.45,-1
0.22,0,1,0.208,1
4.89,0,21,4.89,1
5.03,2,15,3.49131,1
9.46,2,46,7.744,1
6.15,1,24,5.44669,-1
3.27,1,12,2.56931,1
4.32,2,19,3.40469,1
5.47,1,24,4.814,1
5.47,2,23,4.718,1
1.12,0,9,1.12,-1
1.84,0,9,1.71931,1
1.07,0,8,1.07,1
1.95,1,2,1.17469,1
2.02,1,2,1.36131,1
0.32,0,1,0.29069,0
2.61,1,11,1.778,1
3.46,1,10,2.90731,1
0.54,0,2,0.54,1
0.37,0,2,0.37,1
2.32,0,5,2.304,0
1.88,0,9,1.84269,1
2.1,0,12,2.1,1
7.2,2,38,6.496,1
6.31,1,36,5.718,1
5.4,2,20,3.52331,-1
5.98,1,26,5.504,1
4.71,0,19,4.69469,1
6.37,0,33,6.37,1
5.16,1,14,3.52931,1
3.92,1,14,3.34269,0
0.16,0,1,0.15269,1
0.44,0,2,0.43469,1
3.09,1,12,2.546,1
1.63,0,9,1.45131,1
0.7,0,4,0.68269,-1
5.14,0,22,5.14,1
5.51,2,18,4.038,1
5.09,2,15,3.778,1
3.22,0,12,2.55531,1
1.28,0,5,1.25669,-1
2.94,0,14,2.432,1
2.66,0,14,2.60669,1
6.85,2,34,5.41,1
0.58,0,2,0.57531,1
0.96,0,7,0.96,0
2.11,1,7,1.43931,1
1.29,0,11,1.264,1
3.03,0,18,3.03,1
3.11,0,21,2.95131,1
1.85,0,2,1.83869,0
1.96,0,11,1.96,1
1.07,0,10,1.07,1
1.26,0,5,1.26,1
2.06,0,5,1.54731,1
2.02,0,5,1.584,-1
0.25,0,1,0.25,1
1.66,0,9,1.66,1
10.4,4,38,7.93869,1
1.06,0,5,1.06,1
3.11,1,13,2.08,-1
0.56,0,1,0.464,1
0.35,0,1,0.11731,1
1.19,0,6,1.136,1
1.57,0,9,1.57,1
0.36,0,2,0.36,0
1.66,0,4,1.12931,1
1.22,0,7,1.17469,1
3.95,0,12,3.216,1
0.91,0,6,0.89269,1
2.15,0,4,1.152,0
3.62,1,11,2.63731,1
3.58,0,14,2.4,1
0.7,0,5,0.69069,1
5.68,0,23,5.26131,1
4.03,1,23,3.60069,0
4.93,1,22,4.482,1
1.2,0,7,1.2,1
0.73,0,3,0.72069,1
1.03,0,7,1.02469,1
2.32,0,15,2.32,-1
2.12,0,8,1.74331,1
1.56,0,10,1.54669,1
5.3,1,22,4.70069,1
1.92,0,8,1.63531,1
0.94,0,5,0.92269,0
3.3,1,16,2.66,1
7.19,2,33,5.47331,1
2.49,1,7,1.376,1
1.21,0,6,0.832,1
0.57,0,2,0.56669,0
3.52,0,17,3.52,1
1.18,0,7,0.832,1
0.57,0,3,0.528,1
1.08,1,1,0.27469,1
1.53,0,2,1.02131,-1
5.28,1,18,4.78069,1
0.81,0,4,0.79469,1
1.75,1,3,0.752,1
8.51,4,25,5.456,1
1.86,0,8,1.83469,0
1.22,0,2,0.27731,1
0.44,0,4,0.40669,1
1.0,0,7,0.83269,1
2.54,0,8,1.504,1
1.82,0,3,0.88,-1
1.18,0,4,1.12669,1
2.76,1,7,1.86531,1
1.57,1,6,1.06869,1
2.14,0,8,1.33131,1
0.5,0,3,0.47269,-1
5.85,2,19,4.618,1
0.6,0,1,0.58931,1
0.36,0,2,0.35869,1
5.72,1,23,5.12669,1
2.64,0,13,2.624,-1
2.45,0,7,1.408,1
0.93,1,1,0.47869,1
0.23,0,1,0.22469,1
1.51,0,2,1.008,1
0.62,0,4,0.52869,-1
0.28,0,2,0.28,1
4.74,2,22,3.65531,1
0.54,0,1,0.528,1
0.32,0,1,0.30269,1
0.42,0,2,0.42,0
0.46,0,2,0.432,1
1.06,1,7,0.65069,1
3.05,0,18,3.05,1
0.47,0,1,0.47,1
4.4,2,17,3.44,-1
0.57,0,1,0.54069,1
0.35,0,1,0.35,1
0.44,0,1,0.39731,1
0.37,0,1,0.36331,1
4.05,0,23,4.01669,0
0.45,0,1,0.17331,1
1.07,0,7,1.008,1
0.32,0,2,0.30469,1
0.49,0,2,0.47269,1
1.0,1,3,0.55469,0
2.03,0,7,1.94131,1
3.4,1,17,2.63069,1
0.78,0,5,0.77731,1
3.73,1,17,2.87669,1
0.53,0,2,0.512,-1
0.5,0,1,0.47069,1
1.31,0,2,0.432,1
0.57,0,2,0.35469,1
2.98,1,11,2.23869,1
0.59,0,2,0.384,0
0.69,0,2,0.48731,1
0.48,0,2,0.37131,1
1.09,1,2,0.62669,1
1.82,0,6,1.61331,1
0.82,0,1,0.752,0
0.75,0,2,0.74931,1
0.74,0,1,0.512,1
2.25,0,11,2.21869,1
0.58,0,4,0.58,1
2.29,0,11,1.63331,0
3.23,1,7,2.464,1
10.16,3,39,8.92669,1
0.89,0,4,0.86669,1
0.62,0,1,0.62,1
0.54,0,1,0.52669,-1
0.51,0,1,0.51,1
0.71,0,2,0.71,1
0.53,0,2,0.53,1
0.68,0,1,0.304,1
3.85,0,12,2.784,0
0.84,0,2,0.464,1
8.16,2,22,6.88869,1
2.31,0,17,2.31,1
2.03,0,7,1.04131,1
0.59,0,4,0.58669,0
0.67,0,1,0.67,1
0.35,0,1,0.35,1
0.44,0,1,0.42469,1
1.23,0,3,0.592,1
0.4,0,1,0.38269,-1
0.43,0,1,0.43,1
1.13,0,1,1.13,1
3.88,0,23,3.856,1
0.46,0,1,0.46,1
0.4,0,2,0.38869,-1
0.26,0,2,0.26,1
2.52,1,3,1.448,1
0.58,0,1,0.432,1
0.47,0,1,0.46269,1
0.44,0,2,0.42469,0
3.73,0,17,3.488,1
0.15,0,1,0.112,1
1.95,1,4,1.34469,1
1.75,0,1,1.75,1
0.5,0,1,0.5,0
0.22,0,2,0.20069,1
6.5,2,22,5.636,1
4.39,0,19,4.39,1
3.04,0,20,3.04,1
2.32,1,10,1.712,-1
1.09,0,6,1.05331,1
0.84,0,1,0.38531,1
0.43,0,1,0.42069,1
0.55,0,1,0.528,1
2.07,1,2,1.36069,0
0.44,0,1,0.44,1
2.62,0,16,2.496,1
0.57,0,2,0.56469,1
2.73,0,17,2.68469,1
7.98,1,46,7.596,-1
2.43,1,11,1.52731,1
2.72,0,1,1.568,1
0.86,0,2,0.82469,1
2.62,0,5,2.27931,1
3.53,1,17,2.91069,0
2.36,1,5,1.592,1
4.7,2,19,3.20931,1
1.59,0,1,0.928,1
0.16,0,1,0.12669,1
0.69,0,4,0.69,0
0.89,0,1,0.89,1
1.26,0,1,0.544,1
0.67,0,4,0.64069,1
4.47,0,23,4.47,1
4.35,1,27,3.934,0
6.43,1,37,6.03,1
5.08,2,3,1.96531,1
3.08,1,18,2.53869,1
8.62,2,36,6.604,1
2.04,0,10,2.04,-1
5.53,2,21,4.106,1
0.71,0,3,0.69869,1
3.06,1,5,2.05331,1
1.92,0,12,1.88669,1
0.99,0,4,0.49731,0
1.45,0,6,1.35069,1
0.95,0,3,0.48931,1
0.49,0,3,0.47069,1
2.84,1,9,1.896,1
2.52,0,11,1.87331,0
0.94,0,5,0.89869,1
2.01,0,12,2.00669,1
0.87,0,6,0.87,1
0.55,0,3,0.53069,1
2.01,0,5,1.536,0
4.69,1,19,4.386,1
0.75,0,4,0.75,1
2.23,1,7,1.798,1
2.64,1,3,1.62131,1
1.03,0,5,0.84731,0
0.76,0,4,0.74069,1
0.25,0,2,0.25,1
0.81,0,3,0.81,1
2.55,0,13,2.55,1
1.25,0,7,0.88131,0
1.59,0,2,0.59931,1
2.3,0,13,2.256,1
0.51,0,2,0.48,1
0.6,0,2,0.416,1
0.43,0,1,0.416,0
0.48,0,2,0.46469,1
0.41,0,2,0.41,1
1.85,0,2,1.776,1
2.83,1,8,2.208,1
1.39,0,4,1.024,-1
1.32,0,6,1.21069,1
1.67,1,4,1.23669,1
1.82,0,13,1.82,1
0.62,0,2,0.60069,1
0.41,0,1,0.41,0
0.54,0,1,0.464,1
0.75,0,1,0.75,1
1.25,0,2,1.25,1
2.35,1,3,1.694,1
5.44,1,15,4.432,0
1.35,0,7,1.33269,1
1.85,0,9,1.80269,1
0.28,0,1,0.26131,1
0.96,0,4,0.92469,1
4.51,1,14,3.39531,0
2.56,1,12,2.16669,1
0.13,0,1,0.12131,1
2.16,0,8,2.03131,1
4.31,1,15,3.31731,1
4.95,1,23,4.46331,-1
3.0,0,8,1.984,1
0.63,0,3,0.56,1
3.21,0,13,3.20869,1
6.95,2,24,5.33531,1
3.86,1,8,2.50931,-1
0.65,0,4,0.58469,1
2.72,0,13,2.35931,1
4.97,0,31,4.94669,1
8.73,1,29,8.08,1
0.9,0,5,0.9,0
2.16,1,6,1.23069,1
1.26,0,5,1.25469,1
3.12,0,14,3.12,1
0.45,0,1,0.45,1
0.62,0,1,0.416,-1
2.03,2,2,0.89731,1
1.49,0,10,1.49,1
0.98,0,6,0.94869,1
1.53,0,4,1.53,1
0.98,0,3,0.97331,0
3.09,0,18,3.03669,1
0.31,0,1,0.29469,1
2.48,1,13,2.112,1
2.07,0,9,1.59531,1
6.19,1,8,2.92131,-1
2.59,1,5,2.16,1
2.43,0,4,1.696,1
1.08,0,6,0.992,1
0.59,0,1,0.112,1
0.7,0,2,0.592,-1
0.51,0,2,0.51,1
0.23,0,1,0.23,1
0.76,0,3,0.76,1
2.83,0,14,2.78669,1
2.89,2,9,1.664,0
1.25,0,5,0.82531,1
1.79,0,7,1.26331,1
1.18,1,5,0.656,1
1.99,1,2,0.534,1
1.08,0,1,0.83869,-1
3.33,0,9,2.52731,1
2.45,1,6,1.728,1
0.34,0,2,0.32669,1
0.95,0,5,0.95,1
2.99,0,17,2.91531,0
0.45,0,1,0.44469,1
0.57,0,1,0.128,1
1.36,0,4,1.28869,1
4.88,1,20,4.528,1
4.86,1,16,4.256,-1
0.6,0,1,0.58269,1
0.92,0,1,0.14131,1
1.31,0,4,0.8,1
2.77,0,11,2.73069,1
5.2,2,16,3.49331,0
4.73,1,21,4.272,1
0.22,0,1,0.192,1
0.56,0,3,0.53469,1
0.36,0,1,0.336,1
0.48,0,1,0.46469,-1
0.89,0,2,0.85269,1
1.93,0,9,1.568,1
1.92,0,5,0.784,1
0.69,0,4,0.144,1
0.31,0,1,0.112,-1
0.35,0,1,0.224,1
0.6,0,2,0.17331,1
0.94,0,1,0.864,1
1.46,0,10,1.328,1
0.22,0,1,0.144,-1
3.31,0,13,3.24269,1
2.56,0,17,2.496,1
0.43,0,1,0.41069,1
2.37,0,4,2.35269,1
1.21,0,7,1.17469,-1
0.62,0,3,0.496,1
1.56,0,3,1.168,1
2.99,0,15,2.94269,1
3.43,2,15,2.64,1
3.32,0,15,3.184,-1
2.56,0,12,2.448,1
0.72,0,4,0.67269,1
0.44,0,1,0.43669,1
0.93,0,1,0.208,1
0.18,0,1,0.128,0
1.66,1,6,1.308,1
1.45,0,7,1.45,1
5.51,1,21,4.53731,1
1.14,0,5,1.12,1
3.71,1,11,2.432,-1
2.59,0,12,2.51469,1
2.37,0,5,1.67731,1
3.77,0,12,3.168,1
2.06,0,12,2.032,1
0.9,0,6,0.9,0
0.19,0,1,0.144,1
1.62,0,10,1.58469,1
0.5,0,4,0.38131,1
0.29,0,1,0.112,1
1.67,1,12,1.27,-1
2.98,0,6,1.49331,1
1.96,0,7,1.76,1
1.53,0,9,1.53,1
0.71,0,1,0.352,1
2.68,0,7,1.504,-1
2.56,0,12,2.464,1
10.42,4,45,7.90069,1
3.24,0,11,2.24,1
1.31,0,7,1.248,1
1.42,0,10,1.40669,0
0.56,0,1,0.56,1
1.87,0,9,1.85731,1
1.66,0,5,0.816,1
2.16,0,8,0.96,1
3.26,0,14,2.336,0
2.35,0,10,1.92,1
0.43,0,2,0.43,1
1.26,0,9,1.26,1
0.26,0,1,0.24,1
3.54,0,6,2.56,0
1.19,0,7,1.17269,1
0.25,0,1,0.208,1
4.0,1,9,2.91331,1
3.27,1,15,2.72669,1
1.51,0,9,1.51,0
0.81,0,4,0.81,1
0.2,0,1,0.18669,1
0.26,0,1,0.24,1
1.48,0,9,1.48,1
1.47,0,6,1.344,0
0.48,0,2,0.288,1
3.22,0,12,2.56531,1
3.53,0,16,2.88,1
2.55,1,10,1.888,1
0.15,0,1,0.13069,0
5.04,1,20,4.192,1
5.0,2,21,3.67731,1
2.83,0,11,2.4,1
0.54,0,1,0.384,1
2.34,0,10,2.112,0
1.38,0,7,1.32869,1
0.35,0,1,0.35,1
0.89,0,7,0.87069,1
2.38,1,6,1.21731,1
0.31,0,1,0.28869,-1
2.14,2,10,1.26331,1
1.33,0,7,1.30869,1
1.64,0,6,0.112,1
1.01,0,7,0.992,1
1.03,0,5,0.976,-1
0.59,0,1,0.58269,1
0.17,0,1,0.15669,1
1.62,0,7,1.47531,1
0.48,0,2,0.256,1
0.56,0,5,0.17269,-1
0.62,0,3,0.53869,1
0.71,0,2,0.70069,1
4.26,1,15,3.39531,1
0.22,0,1,0.128,1
0.41,0,2,0.0,-1
0.43,0,2,0.42269,1
3.75,0,15,3.73469,1
1.92,0,6,1.92,1
1.35,0,7,1.35,1
0.28,0,1,0.26069,-1
2.11,0,12,2.11,1
2.14,0,10,2.14,1
1.17,0,3,1.15669,1
0.43,0,1,0.42469,1
0.7,0,5,0.7,0
2.99,0,8,1.81731,1
0.23,0,1,0.20269,1
0.38,0,1,0.128,1
1.01,0,4,0.96869,1
0.14,0,1,0.112,0
0.92,0,6,0.88869,1
0.78,0,6,0.73869,1
4.6,0,21,4.50931,1
1.29,0,4,0.592,1
5.74,1,4,1.73669,-1
1.87,0,10,1.824,1
2.92,1,14,2.352,1
3.06,1,12,2.336,1
0.22,0,1,0.208,1
4.89,0,21,4.89,0
5.03,2,15,3.49131,1
9.46,2,46,7.744,1
6.15,1,24,5.44669,1
3.27,1,12,2.56931,1
4.32,2,19,3.40469,0
1.07,0,8,1.07,1
1.12,0,9,1.12,1
1.84,0,9,1.71931,1
1.95,1,2,1.17469,1
2.02,1,2,1.36131,-1
3.46,1,10,2.90731,1
0.54,0,2,0.54,1
0.37,0,2,0.37,1
0.32,0,1,0.29069,1
2.61,1,11,1.778,0
2.32,0,5,2.304,1
1.88,0,9,1.84269,1
2.1,0,12,2.1,1
7.2,2,38,6.496,1
6.31,1,36,5.718,-1
5.4,2,20,3.52331,1
5.16,1,14,3.52931,1
0.16,0,1,0.15269,1
4.71,0,19,4.69469,1
5.98,1,26,5.504,0
6.37,0,33,6.37,1
0.44,0,2,0.43469,1
3.09,1,12,2.546,1
1.75,0,4,0.768,1
0.7,0,4,0.68269,0
1.63,0,9,1.45131,1
5.14,0,22,5.14,1
5.51,2,18,4.038,1
5.09,2,15,3.778,1
3.22,0,12,2.55531,0
2.66,0,14,2.60669,1
6.85,2,34,5.41,1
2.94,0,14,2.432,1
0.58,0,2,0.57531,1
0.96,0,7,0.96,0
2.11,1,7,1.43931,1
1.29,0,11,1.264,1
1.6,1,3,0.528,1
1.85,0,2,1.83869,1
3.03,0,18,3.03,-1
3.11,0,21,2.95131,1
1.96,0,11,1.96,1
1.07,0,10,1.07,1
1.26,0,5,1.26,1
2.06,0,5,1.54731,-1
2.02,0,5,1.584,1
1.66,0,9,1.66,1
10.4,4,38,7.93869,1
0.78,0,4,0.70531,1
1.06,0,5,1.06,-1
3.11,1,13,2.08,1
0.56,0,1,0.464,1
0.35,0,1,0.11731,1
1.19,0,6,1.136,1
1.57,0,9,1.57,0
0.36,0,2,0.36,1
1.66,0,4,1.12931,1
1.22,0,7,1.17469,1
3.95,0,12,3.216,1
0.91,0,6,0.89269,0
2.15,0,4,1.152,1
4.08,1,21,3.65869,1
1.04,0,5,1.04,1
3.62,1,11,2.63731,1
0.73,0,3,0.70069,0
3.58,0,14,2.4,1
0.7,0,5,0.69069,1
5.68,0,23,5.26131,1
4.03,1,23,3.60069,1
4.93,1,22,4.482,-1
1.2,0,7,1.2,1
2.93,0,18,2.87731,1
1.03,0,7,1.02469,1
0.73,0,3,0.72069,1
2.32,0,15,2.32,0
1.56,0,10,1.54669,1
2.12,0,8,1.74331,1
5.3,1,22,4.70069,1
1.92,0,8,1.63531,1
0.94,0,5,0.92269,0
3.3,1,16,2.66,1
2.49,1,7,1.376,1
1.21,0,6,0.832,1
7.19,2,33,5.47331,1
0.57,0,2,0.56669,0
0.15,0,1,0.15,1
3.52,0,17,3.52,1
1.18,0,7,0.832,1
0.57,0,3,0.528,1
1.53,0,2,1.02131,0
1.08,1,1,0.27469,1
5.28,1,18,4.78069,1
0.81,0,4,0.79469,1
1.75,1,3,0.752,1
1.18,1,2,0.58269,-1
8.51,4,25,5.456,1
1.86,0,8,1.83469,1
1.22,0,2,0.27731,1
0.44,0,4,0.40669,1
1.0,0,7,0.83269,0
2.54,0,8,1.504,1
1.82,0,3,0.88,1
2.14,0,8,1.33131,1
1.18,0,4,1.12669,1
2.76,1,7,1.86531,-1
1.57,1,6,1.06869,1
0.5,0,3,0.47269,1
5.85,2,19,4.618,1
0.6,0,1,0.58931,1
0.36,0,2,0.35869,0
5.72,1,23,5.12669,1
2.64,0,13,2.624,1
2.45,0,7,1.408,1
0.93,1,1,0.47869,1
0.23,0,1,0.22469,0
1.51,0,2,1.008,1
1.39,0,7,1.39,1
4.74,2,22,3.65531,1
0.62,0,4,0.52869,1
0.28,0,2,0.28,0
0.54,0,1,0.528,1
0.32,0,1,0.30269,1
0.95,0,1,0.95,1
0.42,0,2,0.42,1
0.46,0,2,0.432,-1
1.06,1,7,0.65069,1
3.05,0,18,3.05,1
0.47,0,1,0.47,1
4.4,2,17,3.44,1
0.57,0,1,0.54069,-1
0.35,0,1,0.35,1
0.44,0,1,0.39731,1
4.05,0,23,4.01669,1
1.0,1,3,0.55469,1
2.03,0,7,1.94131,0
3.4,1,17,2.63069,1
0.78,0,5,0.77731,1
0.45,0,1,0.17331,1
1.07,0,7,1.008,1
0.32,0,2,0.30469,0
0.49,0,2,0.47269,1
3.73,1,17,2.87669,1
0.53,0,2,0.512,1
0.5,0,1,0.47069,1
1.31,0,2,0.432,0
0.57,0,2,0.35469,1
2.98,1,11,2.23869,1
0.59,0,2,0.384,1
0.69,0,2,0.48731,1
0.48,0,2,0.37131,-1
1.09,1,2,0.62669,1
1.82,0,6,1.61331,1
0.82,0,1,0.752,1
0.75,0,2,0.74931,1
0.74,0,1,0.512,0
2.25,0,11,2.21869,1
0.58,0,4,0.58,1
2.29,0,11,1.63331,1
3.23,1,7,2.464,1
10.16,3,39,8.92669,-1
0.89,0,4,0.86669,1
0.62,0,1,0.62,1
0.51,0,1,0.51,1
0.71,0,2,0.71,1
0.53,0,2,0.53,-1
8.16,2,22,6.88869,1
2.31,0,17,2.31,1
3.85,0,12,2.784,1
0.84,0,2,0.464,1
2.03,0,7,1.04131,-1
0.59,0,4,0.58669,1
1.02,1,2,0.48,1
0.67,0,1,0.67,1
0.35,0,1,0.35,1
0.44,0,1,0.42469,0
1.23,0,3,0.592,1
0.4,0,1,0.38269,1
1.13,0,1,1.13,1
0.43,0,1,0.43,1
3.88,0,23,3.856,0
0.46,0,1,0.46,1
0.4,0,2,0.38869,1
0.26,0,2,0.26,1
2.52,1,3,1.448,1
0.58,0,1,0.432,-1
0.47,0,1,0.46269,1
3.73,0,17,3.488,1
0.44,0,2,0.42469,1
0.19,0,1,0.16269,1
0.15,0,1,0.112,0
1.95,1,4,1.34469,1
0.5,0,1,0.5,1
0.22,0,2,0.20069,1
1.75,0,1,1.75,1
6.5,2,22,5.636,0
4.39,0,19,4.39,1
3.04,0,20,3.04,1
0.19,0,1,0.19,1
2.32,1,10,1.712,1
1.09,0,6,1.05331,-1
0.84,0,1,0.38531,1
0.43,0,1,0.42069,1
0.55,0,1,0.528,1
0.44,0,1,0.44,1
2.62,0,16,2.496,-1
0.57,0,2,0.56469,1
2.73,0,17,2.68469,1
7.98,1,46,7.596,1
2.43,1,11,1.52731,1
2.72,0,1,1.568,0
2.62,0,5,2.27931,1
3.53,1,17,2.91069,1
2.36,1,5,1.592,1
4.7,2,19,3.20931,1
0.37,0,1,0.37,0
0.16,0,1,0.12669,1
1.59,0,1,0.928,1
0.69,0,4,0.69,1
0.89,0,1,0.89,1
1.26,0,1,0.544,-1
0.67,0,4,0.64069,1
4.47,0,23,4.47,1
4.35,1,27,3.934,1
6.43,1,37,6.03,1
5.08,2,3,1.96531,-1
0.34,0,1,0.29269,1
3.08,1,18,2.53869,1
8.62,2,36,6.604,1
0.46,0,1,0.448,1
2.04,0,10,2.04,0
5.53,2,21,4.106,1
0.71,0,3,0.69869,1
3.06,1,5,2.05331,1
1.92,0,12,1.88669,1
0.99,0,4,0.49731,-1
0.49,0,3,0.47069,1
0.94,0,5,0.89869,1
2.01,0,12,2.00669,1
0.95,0,3,0.48931,1
1.45,0,6,1.35069,-1
2.84,1,9,1.896,1
0.87,0,6,0.87,1
0.55,0,3,0.53069,1
2.01,0,5,1.536,1
1.03,0,5,0.84731,0
0.41,0,1,0.41,1
0.11,0,1,0.11,1
2.23,1,7,1.798,1
0.3,0,1,0.16,1
2.64,1,3,1.62131,-1
0.75,0,4,0.75,1
2.55,0,13,2.55,1
0.76,0,4,0.74069,1
0.25,0,2,0.25,1
0.81,0,3,0.81,-1
1.25,0,7,0.88131,1
1.59,0,2,0.59931,1
2.3,0,13,2.256,1
0.51,0,2,0.48,1
0.6,0,2,0.416,0
0.48,0,2,0.46469,1
0.43,0,1,0.416,1
1.85,0,2,1.776,1
2.83,1,8,2.208,1
0.41,0,2,0.41,0
1.39,0,4,1.024,1
1.32,0,6,1.21069,1
0.33,0,1,0.31869,1
1.67,1,4,1.23669,1
1.82,0,13,1.82,-1
0.13,0,1,0.12131,1
2.16,0,8,2.03131,1
4.31,1,15,3.31731,1
4.95,1,23,4.46331,1
3.0,0,8,1.984,0
0.63,0,3,0.56,1
3.21,0,13,3.20869,1
6.95,2,24,5.33531,1
3.86,1,8,2.50931,1
2.72,0,13,2.35931,0
4.97,0,31,4.94669,1
8.73,1,29,8.08,1
0.9,0,5,0.9,1
2.16,1,6,1.23069,1
0.45,0,1,0.45,0
1.26,0,5,1.25469,1
3.12,0,14,3.12,1
0.62,0,1,0.416,1
2.03,2,2,0.89731,1
1.49,0,10,1.49,0
1.53,0,4,1.53,1
0.98,0,3,0.97331,1
2.07,0,9,1.59531,1
3.09,0,18,3.03669,1
0.31,0,1,0.29469,0
2.48,1,13,2.112,1
6.19,1,8,2.92131,1
2.59,1,5,2.16,1
2.43,0,4,1.696,1
1.08,0,6,0.992,0
0.59,0,1,0.112,1
0.7,0,2,0.592,1
0.51,0,2,0.51,1
2.83,0,14,2.78669,1
0.23,0,1,0.23,-1
0.76,0,3,0.76,1
2.89,2,9,1.664,1
1.25,0,5,0.82531,1
1.79,0,7,1.26331,1
1.18,1,5,0.656,-1
1.99,1,2,0.534,1
1.08,0,1,0.83869,1
3.33,0,9,2.52731,1
0.34,0,2,0.32669,1
0.95,0,5,0.95,-1
2.99,0,17,2.91531,1
0.45,0,1,0.44469,1
0.57,0,1,0.128,1
4.88,1,20,4.528,1
4.86,1,16,4.256,0
0.6,0,1,0.58269,1
0.92,0,1,0.14131,1
1.31,0,4,0.8,1
2.77,0,11,2.73069,1
5.2,2,16,3.49331,0
4.73,1,21,4.272,1
0.56,0,3,0.53469,1
0.36,0,1,0.336,1
0.48,0,1,0.46469,1
1.98,0,5,1.168,0
1.92,0,5,0.784,1
0.69,0,4,0.144,1
0.35,0,1,0.224,1
