total_time,silent_pauses,total_syllables,phonation_time,confidence
0.5,0,3,0.47866,1
5.6,0,27,5.10534,1
7.07,2,25,5.328,1
0.27,0,1,0.25066,1
3.06,0,18,3.06,0
4.17,0,19,3.90534,1
0.63,0,2,0.60866,1
7.4,2,40,6.27134,1
3.17,0,12,3.14666,1
0.28,0,1,0.208,0
5.44,1,21,4.67934,1
5.44,1,18,4.016,1
0.8,0,8,0.77666,1
3.94,1,20,3.492,1
6.34,2,25,4.94734,-1
4.12,0,15,4.096,1
0.3,0,1,0.144,1
0.22,0,1,0.22,1
3.9,1,19,3.532,1
0.59,0,2,0.59,-1
0.9,0,2,0.89666,1
1.26,0,1,0.49534,1
1.11,0,7,1.07466,1
3.88,0,21,3.51734,1
3.77,0,21,3.296,0
3.28,0,18,3.23666,1
4.22,1,13,3.09934,1
6.04,1,26,4.88,1
4.53,0,27,4.4,1
4.36,1,12,3.584,0
0.23,0,1,0.21666,1
0.59,0,1,0.56,1
0.33,0,1,0.33,1
7.42,2,24,6.47866,1
4.79,1,22,3.814,-1
0.17,0,1,0.16666,1
0.74,0,1,0.384,1
0.51,0,1,0.49534,1
2.55,0,12,2.48866,1
1.39,1,3,0.782,0
0.36,0,1,0.36,1
4.21,1,23,3.874,1
1.56,0,7,1.13134,1
4.65,0,14,4.096,1
0.95,0,5,0.912,-1
0.48,0,1,0.48,1
0.12,0,1,0.0,1
5.47,0,23,5.184,1
3.09,0,17,3.06066,1
0.51,0,2,0.50734,0
1.11,0,2,1.02534,1
1.34,1,1,0.384,1
0.89,0,2,0.704,1
1.86,0,6,1.85266,1
2.92,1,10,2.44066,-1
4.2,1,12,3.05066,1
0.48,0,2,0.48,1
3.19,2,10,1.846,1
2.16,1,8,1.52,1
0.53,0,1,0.25734,0
1.02,0,6,0.95666,1
0.27,0,2,0.24866,1
0.59,0,4,0.59,1
0.23,0,1,0.23,1
0.4,0,1,0.39066,0
2.31,1,4,1.16534,1
4.74,1,18,4.31666,1
2.16,1,7,1.792,1
1.23,0,8,1.23,1
3.07,0,12,3.07,-1
2.19,0,7,2.19,1
1.83,0,7,1.696,1
0.58,0,3,0.58,1
0.24,0,1,0.22466,1
0.45,0,1,0.128,0
1.59,0,8,1.59,1
1.17,0,6,1.17,1
1.13,0,1,0.192,1
2.61,1,7,1.94134,1
0.42,0,1,0.336,-1
1.74,0,1,0.0,1
1.91,1,2,1.264,1
5.87,2,23,3.92134,1
1.53,1,3,1.09466,1
2.93,0,12,1.904,0
0.2,0,1,0.18066,1
0.31,0,2,0.31,1
1.33,1,1,0.16266,1
1.85,0,13,1.85,1
0.74,0,4,0.70866,-1
6.26,1,20,5.05134,1
3.84,1,16,3.44866,1
0.34,0,2,0.19066,1
2.73,1,6,1.68,1
1.7,0,7,1.57266,0
0.77,0,4,0.76466,1
0.32,0,2,0.30866,1
2.72,1,11,2.18666,1
0.44,0,3,0.42666,1
0.88,0,3,0.72,0
0.6,0,2,0.528,1
0.76,0,1,0.688,1
7.83,3,19,5.088,1
2.15,0,7,1.472,1
8.75,1,36,7.968,-1
7.98,3,21,5.056,1
8.5,3,26,5.84,1
2.25,0,10,1.488,1
2.91,1,2,1.296,1
1.88,0,9,1.85866,0
4.17,0,14,3.712,1
1.67,0,9,1.29534,1
10.08,3,44,8.64,1
11.2,4,39,9.48866,1
1.97,0,4,1.95266,-1
1.26,0,6,1.26,1
1.56,1,1,0.87266,1
0.6,0,1,0.528,1
3.56,1,11,2.904,1
3.29,0,13,2.48734,0
2.59,1,7,1.98466,1
4.69,1,12,2.95934,1
2.83,0,12,2.288,1
2.63,0,12,2.59866,1
2.1,1,2,0.768,-1
3.73,1,16,3.024,1
2.05,0,8,1.99866,1
8.89,4,31,7.05,1
5.56,2,15,4.584,1
2.61,0,7,1.80734,-1
0.24,0,1,0.22666,1
7.34,2,34,6.044,1
1.41,1,2,0.60866,1
1.95,1,11,1.50266,1
7.73,2,18,6.42266,0
19.47,4,71,17.104,1
4.31,1,21,3.84,1
7.25,3,13,4.51734,1
3.64,0,11,2.896,1
3.13,1,12,2.80666,-1
0.48,0,1,0.48,1
2.29,0,8,1.70534,1
2.41,0,9,2.016,1
4.42,1,3,3.12666,1
1.7,0,11,1.67466,-1
0.97,0,2,0.97,1
4.8,1,25,4.256,1
2.71,1,6,1.91,1
5.22,2,13,3.73734,1
4.35,1,18,3.19266,-1
1.04,0,6,1.03134,1
0.45,0,1,0.45,1
2.56,0,6,1.91734,1
0.17,0,1,0.15466,1
0.34,0,1,0.256,-1
0.39,0,1,0.39,1
1.02,1,2,0.652,1
4.46,1,19,3.51134,1
10.32,3,38,8.8,1
0.78,0,5,0.76266,-1
5.9,1,27,5.21266,1
4.98,0,21,4.98,1
5.95,2,16,5.00466,1
2.46,2,2,0.78,1
4.49,2,20,3.498,-1
4.87,1,17,3.424,1
4.84,0,21,3.28,1
8.53,4,29,6.144,1
1.66,0,8,1.59866,1
7.56,2,35,6.392,-1
0.94,0,3,0.464,1
9.55,2,31,7.392,1
4.59,0,20,4.55066,1
0.2,0,1,0.16,1
0.25,0,1,0.22734,-1
0.6,0,3,0.59934,1
2.25,1,10,1.312,1
2.27,2,3,0.60266,1
1.6,0,2,1.6,1
0.49,0,2,0.47266,0
1.51,1,1,0.56866,1
0.53,0,2,0.46266,1
0.5,0,3,0.47866,1
5.6,0,27,5.10534,1
7.07,2,25,5.328,0
0.27,0,1,0.25066,1
3.06,0,18,3.06,1
4.17,0,19,3.90534,1
0.63,0,2,0.60866,1
7.4,2,40,6.27134,0
3.17,0,12,3.14666,1
0.93,0,3,0.92466,1
3.59,0,15,3.45934,1
0.28,0,1,0.208,1
5.44,1,21,4.67934,0
5.44,1,18,4.016,1
0.8,0,8,0.77666,1
3.94,1,20,3.492,1
6.34,2,25,4.94734,1
4.12,0,15,4.096,0
0.3,0,1,0.144,1
3.9,1,19,3.532,1
0.59,0,2,0.59,1
0.9,0,2,0.89666,1
1.26,0,1,0.49534,-1
1.11,0,7,1.07466,1
3.88,0,21,3.51734,1
3.77,0,21,3.296,1
3.28,0,18,3.23666,1
4.22,1,13,3.09934,0
6.04,1,26,4.88,1
4.53,0,27,4.4,1
4.36,1,12,3.584,1
0.23,0,1,0.21666,1
0.59,0,1,0.56,-1
4.79,1,22,3.814,1
0.17,0,1,0.16666,1
2.55,0,12,2.48866,1
0.51,0,1,0.49534,1
4.21,1,23,3.874,-1
1.13,0,1,0.192,1
2.61,1,7,1.94134,1
0.42,0,1,0.336,1
1.74,0,1,0.0,1
7.48,2,24,4.192,0
1.91,1,2,1.264,1
5.31,3,18,3.726,1
5.87,2,23,3.92134,1
1.53,1,3,1.09466,1
1.92,0,9,1.92,0
2.93,0,12,1.904,1
0.2,0,1,0.18066,1
0.31,0,2,0.31,1
1.33,1,1,0.16266,1
1.85,0,13,1.85,-1
0.74,0,4,0.70866,1
3.84,1,16,3.44866,1
0.34,0,2,0.19066,1
2.73,1,6,1.68,1
1.7,0,7,1.57266,-1
0.88,0,3,0.72,1
0.77,0,4,0.76466,1
0.32,0,2,0.30866,1
2.72,1,11,2.18666,1
0.44,0,3,0.42666,-1
0.6,0,2,0.528,1
7.83,3,19,5.088,1
2.15,0,7,1.472,1
8.75,1,36,7.968,1
7.98,3,21,5.056,0
8.5,3,26,5.84,1
2.25,0,10,1.488,1
2.91,1,2,1.296,1
1.88,0,9,1.85866,1
11.2,4,39,9.48866,0
4.17,0,14,3.712,1
10.08,3,44,8.64,1
1.26,0,6,1.26,1
3.53,0,16,2.47134,1
0.6,0,1,0.528,0
3.56,1,11,2.904,1
3.29,0,13,2.48734,1
2.59,1,7,1.98466,1
4.69,1,12,2.95934,1
2.83,0,12,2.288,-1
2.63,0,12,2.59866,1
3.73,1,16,3.024,1
2.05,0,8,1.99866,1
8.89,4,31,7.05,1
5.56,2,15,4.584,0
2.61,0,7,1.80734,1
7.34,2,34,6.044,1
1.41,1,2,0.60866,1
1.95,1,11,1.50266,1
7.73,2,18,6.42266,-1
19.47,4,71,17.104,1
7.25,3,13,4.51734,1
3.64,0,11,2.896,1
3.13,1,12,2.80666,1
0.48,0,1,0.48,-1
1.68,0,10,1.68,1
2.41,0,9,2.016,1
1.7,0,11,1.67466,1
2.71,1,6,1.91,1
5.22,2,13,3.73734,0
4.35,1,18,3.19266,1
1.04,0,6,1.03134,1
0.45,0,1,0.45,1
1.43,0,6,1.008,1
0.34,0,1,0.256,0
0.17,0,1,0.15466,1
0.39,0,1,0.39,1
1.02,1,2,0.652,1
2.47,1,7,1.91,1
4.46,1,19,3.51134,0
10.32,3,38,8.8,1
0.78,0,5,0.76266,1
4.98,0,21,4.98,1
5.95,2,16,5.00466,1
2.46,2,2,0.78,0
4.49,2,20,3.498,1
4.87,1,17,3.424,1
4.84,0,21,3.28,1
8.53,4,29,6.144,1
1.66,0,8,1.59866,-1
7.56,2,35,6.392,1
0.94,0,3,0.464,1
4.59,0,20,4.55066,1
0.2,0,1,0.16,1
0.25,0,1,0.22734,0
0.6,0,3,0.59934,1
2.25,1,10,1.312,1
0.49,0,2,0.47266,1
1.51,1,1,0.56866,1
0.53,0,2,0.46266,-1
0.27,0,1,0.25066,1
4.17,0,19,3.90534,1
0.63,0,2,0.60866,1
3.06,0,18,3.06,1
7.4,2,40,6.27134,0
3.17,0,12,3.14666,1
0.93,0,3,0.92466,1
3.59,0,15,3.45934,1
0.28,0,1,0.208,1
5.44,1,21,4.67934,0
5.44,1,18,4.016,1
0.8,0,8,0.77666,1
3.94,1,20,3.492,1
6.34,2,25,4.94734,1
0.3,0,1,0.144,0
0.22,0,1,0.22,1
0.9,0,2,0.89666,1
1.26,0,1,0.49534,1
1.11,0,7,1.07466,1
3.88,0,21,3.51734,-1
3.77,0,21,3.296,1
6.04,1,26,4.88,1
4.53,0,27,4.4,1
4.36,1,12,3.584,1
0.23,0,1,0.21666,0
0.59,0,1,0.56,1
4.79,1,22,3.814,1
0.17,0,1,0.16666,1
0.74,0,1,0.384,1
0.51,0,1,0.49534,-1
2.55,0,12,2.48866,1
1.39,1,3,0.782,1
0.36,0,1,0.36,1
4.21,1,23,3.874,1
1.56,0,7,1.13134,0
4.65,0,14,4.096,1
0.95,0,5,0.912,1
0.48,0,1,0.48,1
0.12,0,1,0.0,1
5.47,0,23,5.184,-1
0.51,0,2,0.50734,1
3.13,2,2,1.792,1
2.87,1,7,1.952,1
1.11,0,2,1.02534,1
1.34,1,1,0.384,-1
0.89,0,2,0.704,1
1.8,0,10,1.472,1
1.86,0,6,1.85266,1
2.92,1,10,2.44066,1
4.2,1,12,3.05066,-1
0.48,0,2,0.48,1
3.19,2,10,1.846,1
2.16,1,8,1.52,1
2.24,0,10,2.048,1
0.53,0,1,0.25734,-1
1.02,0,6,0.95666,1
0.27,0,2,0.24866,1
0.59,0,4,0.59,1
0.23,0,1,0.23,1
9.23,3,25,4.544,-1
0.4,0,1,0.39066,1
10.53,4,36,6.336,1
2.31,1,4,1.16534,1
2.16,1,7,1.792,1
1.23,0,8,1.23,0
3.07,0,12,3.07,1
1.83,0,7,1.696,1
2.19,0,7,2.19,1
0.58,0,3,0.58,1
5.68,3,22,3.35534,-1
2.56,0,13,2.336,1
0.24,0,1,0.22466,1
0.45,0,1,0.128,1
1.59,0,8,1.59,1
1.03,0,2,0.432,0
1.17,0,6,1.17,1
0.28,0,1,0.24,1
0.19,0,1,0.16,1
0.95,0,2,0.624,1
0.45,0,2,0.16066,-1
0.57,0,2,0.16,1
1.24,1,3,0.272,1
0.69,0,1,0.528,1
2.04,0,8,1.28,1
1.08,0,3,0.55734,-1
5.04,2,15,3.232,1
0.6,0,2,0.20734,1
0.2,0,1,0.17066,1
0.56,0,1,0.50866,1
4.59,0,22,4.57934,-1
0.36,0,1,0.192,1
0.33,0,2,0.288,1
1.13,0,6,1.12,1
3.76,2,12,2.72066,1
1.21,0,5,1.17066,-1
0.36,0,1,0.25334,1
0.4,0,1,0.16,1
5.62,3,15,2.192,1
0.37,0,2,0.32,1
1.53,1,1,0.73666,0
3.62,2,8,1.80734,1
0.72,0,1,0.544,1
5.19,1,2,1.248,1
5.97,4,10,2.81866,1
4.15,1,7,2.10934,0
7.01,4,33,4.512,1
0.71,0,2,0.32,1
1.85,0,6,1.36,1
3.31,2,8,1.43266,1
7.91,2,25,6.39134,0
7.1,4,23,3.936,1
1.82,1,5,1.104,1
3.2,3,13,1.10266,1
3.33,1,2,2.21,1
2.36,0,12,2.36,-1
0.29,0,2,0.27934,1
1.59,1,5,0.784,1
0.71,0,3,0.656,1
1.35,0,6,1.31866,1
1.15,0,1,0.39334,0
1.98,0,9,1.584,1
2.19,1,10,1.168,1
1.7,0,1,1.216,1
0.88,0,5,0.86066,1
3.21,0,14,2.89934,-1
1.75,1,7,1.008,1
1.69,0,10,1.38266,1
2.75,1,9,1.75334,1
1.44,0,2,0.368,1
4.42,1,17,3.616,-1
7.33,3,25,3.856,1
0.32,0,1,0.24,1
14.3,6,39,7.32134,1
0.31,0,3,0.0,1
2.09,0,13,1.38734,0
1.59,0,2,0.352,1
3.78,3,6,2.08866,1
1.36,0,4,0.93534,1
8.38,4,15,4.272,1
7.78,3,31,4.704,-1
0.66,0,1,0.63666,1
0.31,0,1,0.25266,1
0.58,0,2,0.448,1
7.6,3,21,5.392,1
1.73,0,1,0.57134,0
0.38,0,1,0.38,1
5.34,3,19,3.792,1
4.94,0,1,0.704,1
5.11,2,16,2.784,1
3.76,1,11,2.34134,0
3.37,1,7,1.42866,1
4.51,2,17,3.18266,1
2.05,1,4,0.784,1
0.31,0,1,0.256,1
0.65,0,4,0.63666,0
1.8,1,7,0.912,1
2.37,0,4,0.688,1
6.62,2,16,4.896,1
0.9,0,1,0.56,1
1.1,0,4,0.336,-1
1.5,0,2,0.448,1
1.42,0,3,0.336,1
1.74,1,5,0.88466,1
1.15,1,2,0.71534,1
0.9,1,3,0.49066,-1
0.92,0,3,0.92,1
3.12,0,10,2.10934,1
4.44,2,16,3.37066,1
3.79,0,24,3.77666,1
0.74,0,6,0.57534,-1
0.55,0,1,0.52734,1
1.59,0,4,0.48666,1
4.52,1,19,3.32134,1
2.82,0,3,1.696,1
5.17,1,26,4.064,0
3.51,1,8,1.232,1
2.62,1,6,1.73666,1
2.45,0,14,2.45,1
0.79,0,2,0.79,1
1.86,0,8,1.6,0
0.55,0,1,0.51866,1
1.43,0,8,1.42466,1
1.49,0,3,0.624,1
2.17,0,13,2.08666,1
1.82,0,3,1.77466,0
2.43,1,9,2.03,1
4.99,4,20,2.29134,1
2.14,0,10,1.408,1
3.95,0,25,2.896,1
3.0,0,2,2.864,-1
0.54,0,1,0.29666,1
0.14,0,2,0.0,1
0.56,0,1,0.416,1
4.91,1,12,2.0,1
3.08,1,11,2.55666,0
0.9,0,5,0.82666,1
0.31,0,1,0.0,1
0.54,0,1,0.25066,1
2.58,2,5,1.348,1
1.73,1,2,0.512,-1
5.24,2,19,4.336,1
1.51,0,3,1.51,1
2.82,1,6,1.70534,1
4.52,1,22,3.95466,1
1.08,0,6,1.06934,-1
1.24,0,5,1.12,1
0.23,0,1,0.19666,1
2.45,1,12,2.10866,1
1.54,1,3,0.54734,1
2.76,1,6,1.984,0
0.71,0,1,0.128,1
0.58,0,4,0.0,1
1.4,0,8,1.024,1
2.09,0,8,1.744,1
5.43,1,6,2.064,0
1.21,0,5,1.104,1
1.08,0,4,0.704,1
1.48,0,2,0.144,1
4.6,0,1,4.08,1
2.35,2,6,1.61466,-1
1.33,0,5,1.33,1
0.16,0,1,0.16,1
5.99,2,24,3.872,1
0.96,0,7,0.24,1
0.68,0,4,0.576,0
2.14,1,2,0.32,1
1.34,0,5,1.30666,1
4.02,1,8,3.156,1
1.31,0,7,1.104,1
2.52,1,10,1.2,-1
1.13,0,1,0.192,1
2.61,1,7,1.94134,1
0.42,0,1,0.336,1
1.74,0,1,0.0,1
1.91,1,2,1.264,0
5.31,3,18,3.726,1
5.87,2,23,3.92134,1
1.53,1,3,1.09466,1
1.92,0,9,1.92,1
2.93,0,12,1.904,0
0.2,0,1,0.18066,1
0.31,0,2,0.31,1
1.33,1,1,0.16266,1
1.85,0,13,1.85,1
0.74,0,4,0.70866,-1
6.26,1,20,5.05134,1
3.84,1,16,3.44866,1
0.34,0,2,0.19066,1
2.73,1,6,1.68,1
1.7,0,7,1.57266,-1
0.88,0,3,0.72,1
0.77,0,4,0.76466,1
0.32,0,2,0.30866,1
0.44,0,3,0.42666,1
0.6,0,2,0.528,-1
0.76,0,1,0.688,1
7.83,3,19,5.088,1
2.15,0,7,1.472,1
8.75,1,36,7.968,1
7.98,3,21,5.056,0
8.5,3,26,5.84,1
2.91,1,2,1.296,1
1.88,0,9,1.85866,1
11.2,4,39,9.48866,1
4.17,0,14,3.712,0
1.67,0,9,1.29534,1
10.08,3,44,8.64,1
1.97,0,4,1.95266,1
1.26,0,6,1.26,1
1.56,1,1,0.87266,-1
3.53,0,16,2.47134,1
0.6,0,1,0.528,1
3.56,1,11,2.904,1
3.29,0,13,2.48734,1
4.69,1,12,2.95934,0
2.83,0,12,2.288,1
2.63,0,12,2.59866,1
2.1,1,2,0.768,1
3.73,1,16,3.024,1
2.05,0,8,1.99866,0
8.89,4,31,7.05,1
5.56,2,15,4.584,1
2.61,0,7,1.80734,1
0.24,0,1,0.22666,1
7.34,2,34,6.044,-1
1.41,1,2,0.60866,1
1.95,1,11,1.50266,1
7.73,2,18,6.42266,1
19.47,4,71,17.104,1
4.31,1,21,3.84,0
7.25,3,13,4.51734,1
3.64,0,11,2.896,1
3.13,1,12,2.80666,1
0.48,0,1,0.48,1
1.68,0,10,1.68,-1
2.29,0,8,1.70534,1
2.41,0,9,2.016,1
4.42,1,3,3.12666,1
1.7,0,11,1.67466,1
0.97,0,2,0.97,0
4.8,1,25,4.256,1
2.71,1,6,1.91,1
5.22,2,13,3.73734,1
4.35,1,18,3.19266,1
1.04,0,6,1.03134,-1
0.45,0,1,0.45,1
2.56,0,6,1.91734,1
1.43,0,6,1.008,1
0.34,0,1,0.256,1
0.17,0,1,0.15466,0
0.39,0,1,0.39,1
1.02,1,2,0.652,1
2.47,1,7,1.91,1
4.46,1,19,3.51134,1
10.32,3,38,8.8,0
0.78,0,5,0.76266,1
5.9,1,27,5.21266,1
4.98,0,21,4.98,1
5.95,2,16,5.00466,1
2.46,2,2,0.78,0
4.49,2,20,3.498,1
4.87,1,17,3.424,1
4.84,0,21,3.28,1
8.53,4,29,6.144,1
7.56,2,35,6.392,0
9.55,2,31,7.392,1
4.59,0,20,4.55066,1
0.2,0,1,0.16,1
0.5,0,4,0.46866,1
0.25,0,1,0.22734,0
2.25,1,10,1.312,1
2.27,2,3,0.60266,1
0.49,0,2,0.47266,1
1.51,1,1,0.56866,1
0.5,0,3,0.47866,-1
3.06,0,18,3.06,1
7.4,2,40,6.27134,1
3.17,0,12,3.14666,1
0.93,0,3,0.92466,1
0.8,0,8,0.77666,-1
3.94,1,20,3.492,1
6.34,2,25,4.94734,1
4.12,0,15,4.096,1
0.3,0,1,0.144,1
0.22,0,1,0.22,-1
3.9,1,19,3.532,1
1.26,0,1,0.49534,1
1.11,0,7,1.07466,1
3.77,0,21,3.296,1
3.28,0,18,3.23666,0
4.22,1,13,3.09934,1
6.04,1,26,4.88,1
4.53,0,27,4.4,1
4.36,1,12,3.584,1
0.23,0,1,0.21666,0
0.59,0,1,0.56,1
0.33,0,1,0.33,1
7.42,2,24,6.47866,1
4.79,1,22,3.814,1
0.17,0,1,0.16666,-1
0.74,0,1,0.384,1
0.51,0,1,0.49534,1
2.55,0,12,2.48866,1
1.39,1,3,0.782,1
0.36,0,1,0.36,0
4.21,1,23,3.874,1
1.56,0,7,1.13134,1
4.65,0,14,4.096,1
0.95,0,5,0.912,1
0.48,0,1,0.48,-1
0.12,0,1,0.0,1
5.47,0,23,5.184,1
3.09,0,17,3.06066,1
0.51,0,2,0.50734,1
1.24,1,5,0.74466,-1
3.13,2,2,1.792,1
2.87,1,7,1.952,1
1.11,0,2,1.02534,1
1.34,1,1,0.384,1
0.89,0,2,0.704,-1
1.86,0,6,1.85266,1
4.2,1,12,3.05066,1
0.48,0,2,0.48,1
3.19,2,10,1.846,1
2.16,1,8,1.52,0
2.24,0,10,2.048,1
0.53,0,1,0.25734,1
1.02,0,6,0.95666,1
0.27,0,2,0.24866,1
0.59,0,4,0.59,-1
9.23,3,25,4.544,1
0.23,0,1,0.23,1
0.4,0,1,0.39066,1
10.53,4,36,6.336,1
2.31,1,4,1.16534,0
4.74,1,18,4.31666,1
1.23,0,8,1.23,1
3.07,0,12,3.07,1
2.16,1,7,1.792,1
1.83,0,7,1.696,0
2.19,0,7,2.19,1
0.58,0,3,0.58,1
5.68,3,22,3.35534,1
2.56,0,13,2.336,1
0.24,0,1,0.22466,0
0.45,0,1,0.128,1
1.59,0,8,1.59,1
1.17,0,6,1.17,1
1.03,0,2,0.432,1
0.28,0,1,0.24,-1
0.19,0,1,0.16,1
0.95,0,2,0.624,1
0.45,0,2,0.16066,1
0.57,0,2,0.16,1
1.24,1,3,0.272,-1
0.69,0,1,0.528,1
2.04,0,8,1.28,1
1.08,0,3,0.55734,1
5.04,2,15,3.232,1
0.6,0,2,0.20734,0
0.2,0,1,0.17066,1
0.56,0,1,0.50866,1
4.59,0,22,4.57934,1
0.77,0,1,0.64134,1
0.36,0,1,0.192,-1
0.33,0,2,0.288,1
1.13,0,6,1.12,1
9.05,2,34,6.98266,1
1.21,0,5,1.17066,1
0.36,0,1,0.25334,-1
0.4,0,1,0.16,1
5.62,3,15,2.192,1
0.37,0,2,0.32,1
1.53,1,1,0.73666,1
0.72,0,1,0.544,0
5.19,1,2,1.248,1
4.15,1,7,2.10934,1
7.01,4,33,4.512,1
0.71,0,2,0.32,1
1.85,0,6,1.36,-1
3.31,2,8,1.43266,1
7.91,2,25,6.39134,1
7.1,4,23,3.936,1
0.91,0,1,0.91,1
1.82,1,5,1.104,0
3.2,3,13,1.10266,1
3.33,1,2,2.21,1
2.36,0,12,2.36,1
1.59,1,5,0.784,1
0.71,0,3,0.656,0
1.35,0,6,1.31866,1
1.15,0,1,0.39334,1
1.98,0,9,1.584,1
2.19,1,10,1.168,1
1.7,0,1,1.216,-1
0.22,0,1,0.208,1
1.73,0,7,1.73,1
2.23,1,7,1.766,1
0.92,0,1,0.92,1
0.41,0,1,0.41,-1
1.32,0,1,1.32,1
1.61,0,6,1.248,1
0.48,0,1,0.48,1
0.96,0,6,0.96,1
0.96,1,3,0.64,-1
0.46,0,1,0.46,1
0.3,0,1,0.276,1
4.37,1,4,3.922,1
2.2,0,2,2.2,1
1.48,0,1,1.48,-1
0.88,0,4,0.88,1
0.76,0,3,0.676,1
1.09,0,3,1.09,1
0.46,0,1,0.446,1
6.2,0,26,6.2,-1
4.51,2,18,2.898,1
0.67,0,1,0.254,1
1.42,0,4,1.356,1
2.19,1,4,1.23,1
2.72,0,10,2.72,-1
2.69,0,5,2.69,1
1.75,0,2,1.75,1
1.13,0,2,1.13,1
0.92,0,5,0.92,1
0.22,0,1,0.22,-1
0.4,0,2,0.376,1
1.62,1,2,1.01,1
3.92,0,19,3.904,1
7.45,4,18,4.328,1
1.03,0,8,1.004,0
1.16,0,7,0.868,1
2.04,0,2,1.088,1
6.43,2,24,4.24,1
5.91,1,14,4.32,1
3.33,1,12,2.304,-1
0.97,0,8,0.938,1
5.52,2,16,3.76,1
1.88,1,6,1.28,1
2.5,0,11,2.468,1
3.35,0,14,2.288,0
1.78,0,1,0.528,1
2.48,2,10,1.482,1
5.15,1,15,3.99,1
0.25,0,1,0.21,1
0.31,0,1,0.28,-1
0.42,0,3,0.42,1
0.86,0,6,0.86,1
2.63,2,8,1.368,1
9.99,3,33,8.036,1
5.2,2,14,3.436,-1
4.68,1,10,2.592,1
3.97,2,13,2.56,1
5.12,4,16,3.342,1
0.48,0,4,0.354,1
4.29,1,20,3.812,0
1.86,1,8,1.38,1
8.52,3,33,6.528,1
0.48,0,1,0.47,1
2.29,1,10,1.81,1
3.47,1,11,2.5,0
2.74,0,11,2.028,1
5.01,1,13,3.344,1
4.83,0,19,4.0,1
2.65,0,11,1.76,1
5.17,2,20,4.048,0
6.64,3,20,5.04,1
2.57,1,9,1.996,1
1.26,0,5,1.23,1
0.59,0,3,0.53,1
2.41,0,9,1.874,-1
2.27,0,4,1.312,1
2.05,0,11,1.836,1
0.43,0,1,0.402,1
0.29,0,1,0.25,1
0.31,0,1,0.31,-1
2.18,0,9,2.064,1
1.28,0,3,1.264,1
0.53,0,2,0.502,1
2.74,1,8,1.536,1
0.86,0,2,0.4,-1
1.01,0,1,0.992,1
1.15,0,7,1.12,1
2.81,1,5,1.996,1
0.33,0,1,0.314,1
2.81,0,6,2.08,0
1.54,0,8,1.488,1
1.73,0,8,1.44,1
0.31,0,2,0.27,1
0.33,0,2,0.19,1
6.15,3,11,3.564,0
2.22,1,2,0.716,1
1.05,0,7,1.024,1
0.16,0,1,0.16,1
4.04,2,16,3.336,1
1.86,1,5,1.284,-1
0.44,0,1,0.37,1
2.46,0,12,2.144,1
1.75,0,8,1.342,1
3.12,1,7,2.406,1
0.53,0,1,0.298,-1
0.71,0,4,0.71,1
0.33,0,1,0.272,1
4.05,1,17,3.554,1
3.43,1,9,2.008,1
0.45,0,2,0.416,-1
3.3,2,9,2.048,1
1.21,0,7,1.064,1
4.58,3,11,1.76,1
0.9,0,1,0.144,1
4.27,0,24,4.23,0
0.29,0,1,0.282,1
4.38,3,14,2.816,1
0.39,0,2,0.364,1
2.61,0,11,2.596,1
0.45,0,2,0.418,0
2.72,2,6,1.078,1
0.98,0,3,0.8,1
0.96,0,3,0.624,1
1.63,1,5,0.878,1
1.34,0,2,0.784,-1
1.24,0,5,1.21,1
0.17,0,2,0.064,1
3.19,1,8,1.52,1
0.8,0,7,0.784,1
0.88,0,7,0.866,0
3.21,0,13,2.992,1
0.19,0,2,0.122,1
0.77,0,2,0.256,1
2.87,0,12,2.72,1
0.78,0,4,0.656,0
1.5,0,3,1.376,1
4.09,3,1,2.714,1
0.49,0,1,0.49,1
2.55,1,1,2.054,1
1.07,1,1,0.606,-1
1.58,0,3,1.524,1
1.51,0,2,0.958,1
0.5,0,1,0.288,1
0.16,0,1,0.156,1
0.99,0,5,0.956,-1
0.99,0,6,0.9,1
0.28,0,1,0.24,1
3.37,0,19,2.934,1
2.71,1,9,1.974,1
2.93,1,9,2.53,-1
2.93,2,1,1.514,1
1.37,1,4,0.858,1
3.39,0,14,3.374,1
2.31,1,12,1.506,1
0.66,0,2,0.66,-1
1.64,0,4,1.408,1
0.63,0,1,0.614,1
2.09,1,9,1.658,1
0.68,0,1,0.208,1
4.89,2,14,3.28,-1
1.97,1,5,1.412,1
3.56,0,16,3.56,1
0.23,0,1,0.208,1
0.33,0,2,0.128,1
0.12,0,1,0.0,0
0.34,0,1,0.304,1
1.23,0,1,0.172,1
6.07,3,25,4.6,1
2.19,1,9,1.496,1
2.54,0,7,1.152,-1
1.03,0,7,0.952,1
1.52,1,2,1.136,1
2.48,0,8,2.08,1
4.57,0,27,4.52,1
6.94,1,27,5.716,0
0.68,0,1,0.336,1
0.37,0,2,0.37,1
2.57,1,8,1.824,1
0.22,0,1,0.202,1
1.47,0,7,1.366,-1
0.4,0,1,0.256,1
0.23,0,1,0.176,1
0.89,0,2,0.608,1
3.07,1,9,2.56,1
1.13,0,2,0.288,0
4.99,2,18,3.616,1
0.4,0,1,0.4,1
0.18,0,1,0.17,1
0.95,1,2,0.434,1
4.86,1,15,4.142,0
1.75,1,3,0.306,1
5.82,3,15,3.872,1
3.24,2,9,1.664,1
0.53,0,1,0.48,1
2.85,1,12,2.128,0
1.75,1,3,1.12,1
