short_term_energy,speech_rate,articulation_rate,phonation_time_ratio,MPD,confidence
32476788.64243477,1.084344227201371,1.3416229734861618,0.8082331986189378,0.0006194536736338467,1
760562.5386311706,0.6463852449253906,0.6721424619151909,0.9616789319984217,0.0014455705691635804,1
8530601.741039343,0.6991166728008936,0.47371464279139713,1.4758181606574354,0.0025955415206431825,0
0.0,0.20674267366874255,0.3297904986082585,0.626890933914751,0.001747334095466526,-1
0.0,0.4391146044038693,0.9797610365095181,0.4481854126065804,0.0001259581326486666,-1
0.0,3.320804195804276,0.2095126913100018,15.850133827409557,0.007956802039018718,-1
0.0,0.8389400073610724,0.5267764121529925,1.5925922042185476,0.0024012444011319643,1
0.0,0.5366956276047151,0.7471394102973117,0.7183339818617599,0.0009647856968833435,1
9517800.484895622,0.7228961514675686,1.848926760648888,0.39098149632160956,5.895912592065927e-05,0
0.0,1.3623812085351061,3.3184633548270384,0.4105458047482688,6.699900672788994e-06,-1
0.0,2.4712961457147182,1.6549331497517543,1.493290617862976,0.0007463689349500803,0
370255.71827578486,1.0806684840583218,0.5847177993631086,1.848188109264703,0.0022690330278553428,1
6940545.967986521,2.6772374911909447,1.6347351467430191,1.6377194168272244,0.0007813114938435838,0
22241083.188375432,1.7002517482517532,2.0225990368470645,0.8406271916860972,0.00042767699294714165,1
0.0,4.132556332556448,2.3350545016341457,1.7697900968325806,0.0005608773991802166,-1
0.0,1.512679491327181,3.4883505572925264,0.4336374646076979,2.0099702018405808e-05,-1
0.0,1.4897065551270505,3.6642688095843012,0.40654947345308234,1.0719841076503629e-05,-1
0.0,2.613091826206651,0.8053845713017843,3.2445268003867733,0.0018531925260968107,-1
4074916.627757108,1.5719783175404543,1.5396582207862053,1.0209917346057136,0.0006590022301767267,1
8766348.431933852,1.449078194532764,2.6144782911495255,0.5542513775838767,0.00016347757641635224,0
0.0,2.1253146853146916,0.824263478457028,2.5784409243669923,0.001741974174928311,0
33036219.499229815,0.8929893635776031,0.6302952104629415,1.4167795483035912,0.001918851552690288,1
0.0,1.9678839678832774,3.327105186479989,0.5914703195678822,0.0001527577353397708,0
710990.2304820673,0.16761156824248571,0.36989241216224944,0.4531360004458936,0.00038055435821510836,-1
1115748.5721767666,0.10025069270352188,0.14783712006577016,0.6781158389646803,0.004478213609700305,-1
2430225.0613689553,0.43551530436775493,0.7105719641870895,0.6129080885790285,0.0007745085177757954,0
0.0,2.4151303242221887,1.2355980576483496,1.954624571698326,0.0010907438295321504,0
0.0,3.320804195804866,0.8953107159134007,3.709108063580993,0.0016977548304878212,-1
11615662.005546257,1.180730380730414,0.8580311562178721,1.3760926653700694,0.0013922393598080755,1
0.0,0.49656885170904325,1.233212733212797,0.402662767205922,4.555932457510732e-05,-1
0.0,1.046953046953064,3.697853521297928,0.283124531819094,0.00021707678179876363,-1
0.0,0.23303889093363123,0.3301313673406693,0.7058974517048955,0.002130568413950832,-1
0.0,0.3450186177458741,0.8035272903197244,0.42938008690232643,6.699900672796313e-05,-1
0.0,0.8050434414071189,0.19194837614308932,4.194062266028201,0.00803452088682317,-1
0.0,3.795204795205176,1.0629021560801888,3.57060598051779,0.001423058902903,-1
0.0,3.3208041958072254,2.7067974398483563,1.226838826917639,0.0004180738019829744,-1
0.0,0.6250925545042765,1.497197333915981,0.41750846087156795,4.466600448534029e-06,0
0.0,1.816508278046632,4.443855275159247,0.4087685501822596,6.6999006727920435e-06,-1
0.0,0.4312732721823586,0.4693638470273183,0.9188463809341013,0.001996570400494829,-1
14051229.247943763,0.22138694638693862,0.5227530243896935,0.42350199053444915,5.8959125920486856e-05,-1
0.0,2.4151303242209408,5.06987456987535,0.47636885112925387,4.287936430583986e-05,-1
32476788.64243477,2.207040816326534,1.0155933093309328,2.1731541514196464,0.004043963734293129,1
760562.5386311706,1.3156326034063264,0.508804187710438,2.585734620869623,0.0094370817478022,0
8530601.741039343,1.4229605263158112,0.35859658880237416,3.968137374279424,0.016944407995451365,-1
6940545.967986521,5.449166666666599,1.2374758858267683,4.4034528099316965,0.005100616044061835,-1
22241083.188375432,3.460640000000012,1.5310844327176802,2.260254187195518,0.0027919928851565367,0
14065923.17351567,0.2063835877862599,96.71350000000005,0.0021339687611994164,0.045750776363557406,-1
0.0,1.7075526315789737,0.3987637438152823,4.282116060104893,0.015675983029349017,-1
8755762.833511675,0.7536236933797924,0.6716215277777772,1.1220957968297103,4.37387919345663e-05,1
0.0,6.759062500000168,0.1585987208920954,42.61738343147659,0.05194418930149222,-1
0.0,1.5231690140844951,96.71350000000005,0.015749290575612446,0.006123430870839481,-1
0.0,1.092373737373731,0.5655760233918169,1.9314357260455537,0.006298386038577502,1
9517800.484895622,1.4713605442176647,1.3996164978292196,1.0512597890205773,0.00038490136902424925,1
0.0,2.7729487179488244,2.512038961038992,1.1038637381650795,4.373879193448763e-05,-1
0.0,5.029999999999938,1.2527655440414118,4.015116814095314,0.004872501421510972,-1
370255.71827578486,2.1995593220339145,0.44262471395880953,4.96935496972409,0.014812870868506817,-1
0.0,8.411277777778018,1.7676096605744167,4.7585606513627114,0.003661561724808076,-1
0.0,3.078861209964421,2.6406416382252433,1.1659519282721382,0.00013121637580371638,-1
0.0,5.318606557377196,0.6096669468375725,8.72379023492343,0.01209814984910131,-1
4074916.627757108,3.199556213017767,1.1655037358399607,2.7452131766114807,0.004302147574684046,-1
8766348.431933852,2.9494090909091417,1.9791302864938725,1.4902551444120267,0.001067226523203462,0
0.0,4.325800000000015,0.6239580645161287,6.932837711384684,0.011372085902987494,-1
0.0,3.0321028037381863,2.7738097514340323,1.0931185176527045,6.998206709544942e-05,-1
0.0,0.7562587412587403,6.4475666666660345,0.11729366757362948,0.01119713073524914,-1
0.0,0.9570353982300956,0.8483640350877232,1.1280952028230846,8.747758386913453e-05,1
4302970.457198889,0.6109887005649702,96.71350000000005,0.006317512038805027,0.015396054760967753,-1
33036219.499229815,1.8175630252100936,0.4771262950172625,3.8093960533957443,0.012526790010060237,-1
710990.2304820673,0.3411514195583652,0.2800043427909704,1.2183790299746973,0.0024843633818834245,-1
1115748.5721767666,0.20404716981131882,0.11191101596852507,1.8232983415029222,0.029235008529064677,-1
0.0,0.9164830508474554,96.71350000000005,0.00947626805820754,0.010234877312688791,-1
2430225.0613689553,0.8864344262294914,0.5378948832035565,1.6479696199192813,0.005056204347635829,1
0.0,4.005370370368968,2.518580729166513,1.5903283639013968,0.0009972444561075044,-1
0.0,4.915681818183765,0.9353336557059958,5.255538265084001,0.007120675326948309,-1
0.0,6.7590625000013675,0.6777400140154323,9.972942957810165,0.011083409876219339,-1
0.0,1.010700934579449,0.9335279922780388,1.0826680538128153,0.0002974237851554439,1
0.0,2.130935960591169,2.799232995658554,0.7612570886011009,0.001417136858680012,0
0.0,0.4743201754386038,0.2499056847545212,1.897996741868924,0.013908935835192735,-1
0.0,1.6385606060606908,0.145302734375001,11.27687385312276,0.05245155928793293,-1
0.0,7.724642857143636,0.8046048252911768,9.60054254502908,0.009290119406902261,-1
2731800.9481069287,0.4191666666666707,96.71350000000005,0.004334107096389547,0.02248173905436742,-1
0.0,6.759062500006171,2.049014830508523,3.2986889110649877,0.0027293006167181727,-1
0.0,0.92431623931623,96.71350000000005,0.009557261802294709,0.010147399728819737,-1
0.0,1.2722941176469724,1.13336132812492,1.1225847274601368,2.91591946230442e-05,1
0.0,0.877800324675316,0.35530308596619203,2.4705676909286423,0.013034159996501527,-1
14051229.247943763,0.4506041666666511,0.39571808510638823,1.138699957434361,0.0003849013690231237,-1
0.0,4.915681818181225,3.8378373015878853,1.2808468499035608,0.00027992826838065747,-1
0.0,0.7356802721088608,96.71350000000005,0.0076068002099899225,0.012771727244893371,-1
12645360.52346505,0.35112012987013286,96.71350000000005,0.0036305182820405906,0.02685561824782414,-1
0.0,1.7442741935485402,96.71350000000005,0.018035477917235327,0.005336132616016744,-1
0.0,0.8937603305785307,96.71350000000005,0.009241319263376159,0.010497310064295955,-1
3530887.5738276993,0.3918297101449302,96.71350000000005,0.004051447937929348,0.024056335564011898,-1
0.0,2.3509782608693874,96.71350000000005,0.024308687627574082,0.003936491274111369,-1
0.0,0.4111977186311808,0.366339015151516,1.1224513404915701,8.74775838691326e-05,-1
1040050.531120645,0.8100749063670564,0.7217425373134443,1.1223876444672545,4.37387919345663e-05,1
3529358.0699087223,0.2690174129353217,96.71350000000005,0.0027815911215633964,0.03507851113152326,-1
0.0,1.5673188405797207,96.71350000000005,0.01620579175171739,0.005948475703101123,-1
0.0,0.6675617283950622,96.71350000000005,0.00690246685721292,0.014083891002930688,-1
0.0,0.7615845070422476,96.71350000000005,0.007874645287806223,0.012334339325548099,-1
0.0,2.514999999999969,96.71350000000005,0.026004642578336706,0.003674058522503707,-1
0.0,2.002685185185116,13.816214285713846,0.14495180400147092,0.004111446441849478,-1
2731741.5279246937,1.1884065934065648,6.810809859154693,0.17448829404761285,0.006718278441149701,-1
0.0,1.3518124999999854,96.71350000000005,0.013977495385856003,0.0069107291256617215,-1
11897017.409499774,0.28162760416666943,96.71350000000005,0.002911978205386728,0.03350391462187828,-1
12709781.654078221,0.2392588495575209,96.71350000000005,0.0024738929886470944,0.03945239032497998,-1
